Inputs,Outputs,Nodes,Skip %,Optimizer,Best Val Acc (%),Best Epoch,Final Val Acc (%),Final Val Loss,CPU Load (%),Memory Used (MB),Memory Free (MB),Start Time,End Time,Avg Time (ns),Average Weight,Edge Count,Learning Rate,Dropout Rate,L2 Lambda,Adam Beta1,Adam Beta2,Adam Epsilon,RMSprop Decay,RMSprop Epsilon,Depth,Total Nodes,Layer Config,Architecture String,Teacher Params,Student Params,Baseline Params
NA,NA,NA,10.0,Config4,56.49999999999999,191,47.5,0.6700169051769599,12.53,18,493,216469791001600,216469796594700,5375798.0,1.39518,18,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,762
NA,NA,NA,100.0,Config6,57.99999999999999,10,51.0,0.5938741933394166,12.38,76,435,220919267682500,220919275913800,8685400.5,1.564136,8,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,1146
NA,NA,NA,100.0,Config5,56.00000000000001,33,48.5,0.7107952259961701,12.78,72,439,220909974239200,220909985857000,9254171.5,1.628928,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,1146
NA,NA,NA,100.0,Config4,60.0,90,55.00000000000001,0.6304799636669318,11.65,68,443,220900425820000,220900436450100,9388480.5,1.791774,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,1146
NA,NA,NA,100.0,Config3,56.49999999999999,225,46.0,0.7546511690052837,12.56,64,447,220890616548300,220890626018000,7754145.0,1.384079,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,1146
NA,NA,NA,100.0,Config6,54.50000000000001,111,53.0,0.7358955530974728,12.37,94,417,220958813578000,220958822887400,9527509.0,1.641027,8,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,1146
NA,NA,NA,100.0,Config5,55.50000000000001,104,50.0,0.5970924087798996,12.07,90,421,220948858838300,220948868400500,10980927.0,1.151434,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,1146
NA,NA,NA,100.0,Config4,55.50000000000001,170,46.0,0.8200646288531579,12.52,86,425,220937774580300,220937786722300,9394643.5,1.555469,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,1146
NA,NA,NA,100.0,Config3,57.99999999999999,202,55.50000000000001,0.6443707405267726,12.4,80,431,220928076601600,220928085285500,7842509.0,1.533497,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,1146
NA,NA,NA,100.0,Config6,59.0,329,55.50000000000001,0.6563946400972874,11.61,112,399,220996488728100,220996496548400,8695111.0,1.576428,8,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,1146
NA,NA,NA,100.0,Config5,60.5,350,58.5,0.6139481865459554,12.75,108,403,220987235580600,220987243882600,9152122.5,1.285894,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,1146
NA,NA,NA,100.0,Config4,56.99999999999999,15,52.5,0.7024455161048317,12.04,102,409,220977888362300,220977898171100,9262926.0,2.015316,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,1146
NA,NA,NA,100.0,Config3,56.49999999999999,391,53.5,0.6979728776625178,12.38,98,413,220968235652300,220968268788700,8625209.0,1.515167,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,1146
NA,NA,NA,25.0,Config6,56.49999999999999,85,46.5,0.746091875353312,12.46,296,215,217410050091600,217410056844500,6001332.0,1.48043,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,830
NA,NA,NA,25.0,Config3,54.50000000000001,4,48.0,0.7092358324918929,12.47,282,229,217389406974300,217389412471400,5712349.5,1.439984,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,830
NA,NA,NA,25.0,Config5,54.50000000000001,6,49.0,0.8034752933760483,12.37,290,221,217402979208200,217402985128100,5797843.0,1.521211,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,830
NA,NA,NA,25.0,Config4,58.5,247,50.0,0.6960686638880429,11.95,286,225,217396208686100,217396214522600,5629238.0,1.467172,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,830
NA,NA,NA,25.0,Config6,61.0,322,56.99999999999999,0.5631453949253055,12.78,12,499,217436923249000,217436928680400,5482876.0,1.412232,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,830
NA,NA,NA,25.0,Config3,56.00000000000001,69,49.5,0.6898527303400378,12.35,300,211,217416927176400,217416933335700,6017398.5,1.379207,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,830
NA,NA,NA,25.0,Config5,57.99999999999999,77,49.5,0.6052424785989438,12.5,8,503,217430303305100,217430308863400,5702200.5,1.501145,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,830
NA,NA,NA,25.0,Config4,56.49999999999999,7,47.5,0.6914557886944356,12.56,4,507,217423600622700,217423605999800,5506793.0,1.503644,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,830
NA,NA,NA,25.0,Config6,57.49999999999999,79,51.0,0.6071636230995989,11.9,28,483,217464340198900,217464345620000,5482457.5,1.122202,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,830
NA,NA,NA,25.0,Config3,55.00000000000001,225,50.0,0.7454762869601684,12.5,16,495,217443692055900,217443698158100,5854710.5,1.260172,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,830
NA,NA,NA,25.0,Config5,60.5,397,49.5,0.6494728961361781,12.72,24,487,217457656301800,217457662005200,6047804.5,1.327891,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,830
NA,NA,NA,25.0,Config4,55.50000000000001,396,53.0,0.6155804032605233,12.14,20,491,217450590622900,217450596858100,5726680.5,1.175125,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,830
NA,NA,NA,50.0,Config6,57.99999999999999,306,53.5,0.682702143261248,12.47,300,211,218407284433200,218407290713600,6835535.0,1.711366,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,924
NA,NA,NA,50.0,Config5,54.50000000000001,147,49.5,0.7008318212073612,11.97,296,215,218400022706000,218400030011700,7433292.5,1.591515,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,924
NA,NA,NA,50.0,Config4,57.99999999999999,153,47.5,0.7097219235334086,12.68,292,219,218392461559000,218392467483400,6025103.0,1.323841,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,924
NA,NA,NA,50.0,Config3,58.5,82,47.0,0.7264119128106594,12.66,288,223,218385702208100,218385707815100,5647889.5,1.710957,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,924
NA,NA,NA,50.0,Config6,60.5,196,51.0,0.6726027723913797,12.19,18,493,218434594199700,218434600756500,6337701.5,1.379006,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,924
NA,NA,NA,50.0,Config5,56.00000000000001,162,47.0,0.7283450797701334,12.07,12,499,218427707202400,218427713853200,6562895.5,1.595578,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,924
NA,NA,NA,50.0,Config4,56.99999999999999,212,42.5,0.757775272938832,12.28,8,503,218420744202600,218420750424400,6471208.0,1.832884,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,924
NA,NA,NA,50.0,Config3,54.50000000000001,203,50.0,0.679027533849133,12.32,4,507,218413761065100,218413766370400,5532517.5,1.73669,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,924
NA,NA,NA,50.0,Config6,56.49999999999999,182,44.0,0.7307669983224991,12.88,34,477,218462278901000,218462286695000,6514677.5,1.328668,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,924
NA,NA,NA,50.0,Config5,60.0,302,49.5,0.664808153413603,12.38,30,481,218455205082600,218455211625300,6828535.5,1.248814,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,924
NA,NA,NA,50.0,Config4,60.5,50,46.5,0.7675510378945277,12.62,26,485,218448079014900,218448085903100,6322173.0,1.340309,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,924
NA,NA,NA,50.0,Config3,57.99999999999999,272,52.5,0.6693904511646005,12.51,22,489,218441195955300,218441201873500,5648908.0,1.749485,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,924
NA,NA,NA,75.0,Config6,56.00000000000001,16,48.0,0.703307400432818,12.44,32,479,219600253181900,219600260001600,6239947.0,1.384745,8,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,1020
NA,NA,NA,75.0,Config5,56.49999999999999,42,49.5,0.7677875999092342,12.41,28,483,219593013425100,219593020306000,7014939.5,1.642274,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,1020
NA,NA,NA,75.0,Config4,56.49999999999999,146,50.0,0.7675981953983856,12.15,24,487,219585370262700,219585378970300,9345112.0,1.325937,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,1020
NA,NA,NA,75.0,Config3,53.5,7,48.0,0.7766161799886246,11.26,20,491,219575115165100,219575121803100,7069157.0,1.581808,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,1028
NA,NA,NA,75.0,Config3,53.0,145,52.5,0.740880445238409,12.26,24,487,183361570158000,183361577240200,6986571.5,1.421797,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,1020
NA,NA,NA,75.0,Config6,56.99999999999999,224,50.0,0.611668412270895,12.34,50,461,219633936244400,219633943090600,6997175.5,1.536998,8,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,1020
NA,NA,NA,75.0,Config5,62.5,152,46.5,0.741226939267721,12.52,46,465,219626017112700,219626023990900,7357543.5,1.632302,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,1020
NA,NA,NA,75.0,Config4,57.99999999999999,243,55.00000000000001,0.6351502452895619,12.37,42,469,219618122202700,219618130161800,8069298.0,1.963121,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,1020
NA,NA,NA,75.0,Config3,58.5,20,46.5,0.6809946049286779,12.52,42,469,183388975064000,183388980675500,6099050.5,1.719026,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,1020
NA,NA,NA,75.0,Config3,55.50000000000001,5,55.00000000000001,0.6938276237922198,12.07,38,473,219609285004000,219609296158800,8972175.5,1.703106,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,1028
NA,NA,NA,75.0,Config6,56.00000000000001,227,52.0,0.6721666233179617,12.43,70,441,219668357502000,219668363842100,6704055.5,1.595608,8,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,1020
NA,NA,NA,75.0,Config5,56.49999999999999,139,53.5,0.6910668614298736,12.29,64,447,219660767015700,219660775027900,7888457.0,1.569761,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,1020
NA,NA,NA,75.0,Config4,60.5,114,47.5,0.7495569732936996,12.45,58,453,219652204031200,219652211773400,8518356.0,1.407474,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,1020
NA,NA,NA,75.0,Config3,59.0,68,50.0,0.6864336593326176,10.31,54,457,219643185089800,219643193611400,8928595.5,1.427677,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,1020
22,2,22N-5N-5N-5N-5N-5N-5N-5N-2N,25.0,Config6,56.00000000000001,120,47.5,0.6191574000665263,11.99,40,471,135657198616200,135657203827200,5659925.5,1.210788,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,9,59,"[22, 5, 5, 5, 5, 5, 5, 5, 2]",22n-5n-5n-5n-5n-5n-5n-5n-2o,,653,718
22,2,22N-6N-6N-6N-6N-6N-6N-6N-2N,25.0,Config6,60.5,2,47.0,0.7458541133777881,12.4,44,467,114764589419900,114764596244200,6848966.5,1.378168,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,9,66,"[22, 6, 6, 6, 6, 6, 6, 6, 2]",22n-6n-6n-6n-6n-6n-6n-6n-2o,,778,718
22,2,22N-6N-6N-6N-6N-6N-6N-2N-22N-6N-6N-6N-6N-6N-6N-2N-22N-6N-6N-6N-6N-6N-6N-2N-22N-6N-6N-6N-6N-6N-6N-2N,25.0,Config5,59.0,165,52.0,0.7169422751466602,12.37,38,473,114757663692600,114757669269500,5689578.5,1.461897,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,32,240,"[22, 6, 6, 6, 6, 6, 6, 2, 22, 6, 6, 6, 6, 6, 6, 2, 22, 6, 6, 6, 6, 6, 6, 2, 22, 6, 6, 6, 6, 6, 6, 2]",22n-6n-6n-6n-6n-6n-6n-2o,,696,718
22,2,22N-7N-7N-7N-7N-7N-2N-22N-7N-7N-7N-7N-7N-2N-22N-7N-7N-7N-7N-7N-2N-22N-7N-7N-7N-7N-7N-2N,25.0,Config4,59.5,123,52.0,0.6020341733114432,12.5,34,477,114751077573100,114751084088400,6505140.5,1.660607,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,28,236,"[22, 7, 7, 7, 7, 7, 2, 22, 7, 7, 7, 7, 7, 2, 22, 7, 7, 7, 7, 7, 2, 22, 7, 7, 7, 7, 7, 2]",22n-7n-7n-7n-7n-7n-2o,,702,718
22,2,22N-8N-8N-8N-8N-2N-22N-8N-8N-8N-8N-2N-22N-8N-8N-8N-8N-2N,25.0,Config3,62.0,133,48.5,0.7136880342842495,12.81,30,481,114743848672500,114743854495200,5673899.5,1.569999,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,18,168,"[22, 8, 8, 8, 8, 2, 22, 8, 8, 8, 8, 2, 22, 8, 8, 8, 8, 2]",22n-8n-8n-8n-8n-2o,,692,718
22,2,22N-9N-9N-9N-9N-2N,25.0,Config3,59.0,35,48.5,0.6328214113922076,12.43,58,453,131433283992100,131433290004900,5928913.0,1.343317,18,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,6,60,"[22, 9, 9, 9, 9, 2]",22n-9n-9n-9n-9n-2o,,738,718
22,2,22N-10N-10N-10N-2N-22N-10N-10N-10N-2N-22N-10N-10N-10N-2N,25.0,Config2,56.99999999999999,186,43.5,0.686063801528423,12.38,28,483,114737210312000,114737215225900,5207891.0,1.536449,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,15,162,"[22, 10, 10, 10, 2, 22, 10, 10, 10, 2, 22, 10, 10, 10, 2]",22n-10n-10n-10n-2o,,698,718
22,2,22N-11N-11N-11N-2N,25.0,Config2,57.49999999999999,26,56.00000000000001,0.6467294640201033,12.34,54,457,131427718576800,131427723880700,5691065.0,1.484269,22,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,5,57,"[22, 11, 11, 11, 2]",22n-11n-11n-11n-2o,,741,718
22,2,22N-14N-14N-2N-22N-14N-14N-2N-22N-14N-14N-2N-22N-14N-14N-2N,25.0,Config1,57.99999999999999,729,54.0,0.6385833768335598,12.49,24,487,114730947604600,114730953180500,5404523.5,1.335714,28,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,16,208,"[22, 14, 14, 2, 22, 14, 14, 2, 22, 14, 14, 2, 22, 14, 14, 2]",22n-14n-14n-2o,,708,718
22,2,22N-5N-5N-5N-5N-5N-5N-5N-2N-22N-5N-5N-5N-5N-5N-5N-5N-2N,25.0,Config6,56.00000000000001,376,51.0,0.6127714671262481,11.99,62,449,135692486515900,135692491889600,5227832.5,0.987811,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,18,118,"[22, 5, 5, 5, 5, 5, 5, 5, 2, 22, 5, 5, 5, 5, 5, 5, 5, 2]",22n-5n-5n-5n-5n-5n-5n-5n-2o,,687,718
22,2,22N-6N-6N-6N-6N-6N-6N-6N-2N,25.0,Config6,59.0,37,51.0,0.5854983078412629,11.94,66,445,114803589465100,114803595698700,6770593.0,1.122116,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,9,66,"[22, 6, 6, 6, 6, 6, 6, 6, 2]",22n-6n-6n-6n-6n-6n-6n-6n-2o,,790,718
22,2,22N-6N-6N-6N-6N-6N-6N-2N-22N-6N-6N-6N-6N-6N-6N-2N-22N-6N-6N-6N-6N-6N-6N-2N-22N-6N-6N-6N-6N-6N-6N-2N,25.0,Config5,59.0,599,47.5,0.6959357293193591,12.22,62,449,114796689957100,114796695262300,5442088.5,1.707847,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,32,240,"[22, 6, 6, 6, 6, 6, 6, 2, 22, 6, 6, 6, 6, 6, 6, 2, 22, 6, 6, 6, 6, 6, 6, 2, 22, 6, 6, 6, 6, 6, 6, 2]",22n-6n-6n-6n-6n-6n-6n-2o,,694,718
22,2,22N-7N-7N-7N-7N-7N-2N-22N-7N-7N-7N-7N-7N-2N-22N-7N-7N-7N-7N-7N-2N-22N-7N-7N-7N-7N-7N-2N,25.0,Config4,61.0,272,48.0,0.6065033391163914,12.31,58,453,114790364907500,114790370702200,5630020.5,1.420483,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,28,236,"[22, 7, 7, 7, 7, 7, 2, 22, 7, 7, 7, 7, 7, 2, 22, 7, 7, 7, 7, 7, 2, 22, 7, 7, 7, 7, 7, 2]",22n-7n-7n-7n-7n-7n-2o,,722,718
22,2,22N-8N-8N-8N-8N-2N-22N-8N-8N-8N-8N-2N,25.0,Config3,61.0,42,50.5,0.6741758095187711,12.78,54,457,114784016348500,114784020984300,5097782.5,1.066782,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,12,112,"[22, 8, 8, 8, 8, 2, 22, 8, 8, 8, 8, 2]",22n-8n-8n-8n-8n-2o,,671,718
22,2,22N-9N-9N-9N-9N-2N-22N-9N-9N-9N-9N-2N,25.0,Config3,61.0,80,49.5,0.6361775208428472,12.17,84,427,131461328177400,131461333512800,5629819.0,1.364063,18,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,12,120,"[22, 9, 9, 9, 9, 2, 22, 9, 9, 9, 9, 2]",22n-9n-9n-9n-9n-2o,,743,718
22,2,22N-10N-10N-10N-2N-22N-10N-10N-10N-2N-22N-10N-10N-10N-2N-22N-10N-10N-10N-2N,25.0,Config2,61.0,109,44.5,0.6918119295901226,12.81,50,461,114777740128300,114777745003700,6004524.0,1.401917,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,20,216,"[22, 10, 10, 10, 2, 22, 10, 10, 10, 2, 22, 10, 10, 10, 2, 22, 10, 10, 10, 2]",22n-10n-10n-10n-2o,,691,718
22,2,22N-14N-14N-2N-22N-14N-14N-2N-22N-14N-14N-2N-22N-14N-14N-2N,25.0,Config1,57.49999999999999,521,47.5,0.7770341226484498,12.61,46,465,114770773678800,114770782169500,5195463.5,1.350117,28,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,16,208,"[22, 14, 14, 2, 22, 14, 14, 2, 22, 14, 14, 2, 22, 14, 14, 2]",22n-14n-14n-2o,,701,718
22,2,22N-5N-5N-5N-5N-5N-5N-5N-2N-22N-5N-5N-5N-5N-5N-5N-5N-2N,25.0,Config6,57.49999999999999,14,54.0,0.5319719996699175,12.37,90,421,114841651921600,114841656801700,5555457.5,1.166643,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,18,118,"[22, 5, 5, 5, 5, 5, 5, 5, 2, 22, 5, 5, 5, 5, 5, 5, 5, 2]",22n-5n-5n-5n-5n-5n-5n-5n-2o,,653,718
22,2,22N-6N-6N-6N-6N-6N-6N-6N-2N,25.0,Config6,55.00000000000001,86,52.0,0.6230878512255122,12.84,116,395,90465579467700,90465584769300,5272968.0,1.404404,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,9,66,"[22, 6, 6, 6, 6, 6, 6, 6, 2]",22n-6n-6n-6n-6n-6n-6n-6n-2o,,754,718
22,2,22N-6N-6N-6N-6N-6N-6N-2N-22N-6N-6N-6N-6N-6N-6N-2N-22N-6N-6N-6N-6N-6N-6N-2N-22N-6N-6N-6N-6N-6N-6N-2N,25.0,Config5,59.0,550,50.0,0.6412025994861509,12.67,84,427,114835024686900,114835030032100,5499487.5,1.333446,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,32,240,"[22, 6, 6, 6, 6, 6, 6, 2, 22, 6, 6, 6, 6, 6, 6, 2, 22, 6, 6, 6, 6, 6, 6, 2, 22, 6, 6, 6, 6, 6, 6, 2]",22n-6n-6n-6n-6n-6n-6n-2o,,704,718
22,2,22N-7N-7N-7N-7N-7N-2N-22N-7N-7N-7N-7N-7N-2N-22N-7N-7N-7N-7N-7N-2N-22N-7N-7N-7N-7N-7N-2N,25.0,Config4,60.5,786,56.00000000000001,0.6130200314718125,11.64,80,431,114828757411300,114828763255800,5799704.5,1.134504,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,28,236,"[22, 7, 7, 7, 7, 7, 2, 22, 7, 7, 7, 7, 7, 2, 22, 7, 7, 7, 7, 7, 2, 22, 7, 7, 7, 7, 7, 2]",22n-7n-7n-7n-7n-7n-2o,,722,718
22,2,22N-8N-8N-8N-8N-2N-22N-8N-8N-8N-8N-2N-22N-8N-8N-8N-8N-2N,25.0,Config3,56.99999999999999,563,51.5,0.6522518774478081,12.48,76,435,114822382046700,114822387952600,5376225.5,1.434002,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,18,168,"[22, 8, 8, 8, 8, 2, 22, 8, 8, 8, 8, 2, 22, 8, 8, 8, 8, 2]",22n-8n-8n-8n-8n-2o,,698,718
22,2,22N-9N-9N-9N-9N-2N,25.0,Config3,56.99999999999999,195,52.5,0.6326696947930238,12.29,72,439,135710593395500,135710601428300,7401213.0,1.478658,18,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,6,60,"[22, 9, 9, 9, 9, 2]",22n-9n-9n-9n-9n-2o,,788,718
22,2,22N-10N-10N-10N-2N-22N-10N-10N-10N-2N,25.0,Config2,56.00000000000001,370,52.5,0.6302942944850526,12.39,72,439,114816119772600,114816124878600,5203687.0,1.192386,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,10,108,"[22, 10, 10, 10, 2, 22, 10, 10, 10, 2]",22n-10n-10n-10n-2o,,649,718
22,2,22N-11N-11N-11N-2N-22N-11N-11N-11N-2N,25.0,Config2,56.49999999999999,207,48.5,0.7140168230115443,12.51,104,407,131485410658300,131485415434200,5211844.5,1.549787,22,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,10,114,"[22, 11, 11, 11, 2, 22, 11, 11, 11, 2]",22n-11n-11n-11n-2o,,750,718
22,2,22N-14N-14N-2N-22N-14N-14N-2N-22N-14N-14N-2N-22N-14N-14N-2N,25.0,Config1,57.99999999999999,19,51.0,0.6191918252118843,12.32,70,441,114809818618200,114809823661200,5254223.0,1.205713,28,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,16,208,"[22, 14, 14, 2, 22, 14, 14, 2, 22, 14, 14, 2, 22, 14, 14, 2]",22n-14n-14n-2o,,700,718
NA,NA,NA,0.0,Config6,56.00000000000001,265,49.0,0.5298509611646347,12.19,68,443,215468536001900,215468540745900,5086681.0,1.012227,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,718
NA,NA,NA,0.0,Config4,61.0,374,55.50000000000001,0.5171924931260972,12.74,58,453,215454696110300,215454701400300,5253953.5,0.910043,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,718
NA,NA,NA,0.0,Config3,57.49999999999999,313,52.5,0.6653117004161224,12.44,54,457,215447841312500,215447846035800,4933644.5,1.228235,22,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,718
NA,NA,NA,0.0,Config5,56.00000000000001,28,54.50000000000001,0.5387866567980236,12.47,62,449,215461655206000,215461660343700,5368485.0,1.0446,18,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,718
NA,NA,NA,0.0,Config6,57.99999999999999,242,48.0,0.5366588982335433,12.31,84,427,215495891905600,215495898686200,5285876.0,0.79592,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,718
NA,NA,NA,0.0,Config4,60.0,351,50.0,0.586378858724851,12.76,76,435,215481981673000,215481986800200,5180401.0,0.944594,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,718
NA,NA,NA,0.0,Config3,57.99999999999999,356,57.99999999999999,0.6362367709582027,12.58,72,439,215475206023100,215475210780300,4940124.0,1.226056,22,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,718
NA,NA,NA,0.0,Config5,59.0,15,55.00000000000001,0.5825100977537169,12.44,80,431,215488868897300,215488874763800,5302945.0,0.858617,18,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,718
NA,NA,NA,0.0,Config6,55.50000000000001,203,52.0,0.5295045119295928,12.5,100,411,215523330135200,215523334998700,4957183.0,1.231558,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,718
NA,NA,NA,0.0,Config4,57.49999999999999,353,50.0,0.607313828930181,12.48,92,419,215509714677800,215509719821800,5200002.5,1.162392,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,718
NA,NA,NA,0.0,Config3,57.99999999999999,156,53.0,0.669000291015081,12.47,88,423,215502896530800,215502901565100,5266636.5,1.298842,22,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,718
NA,NA,NA,0.0,Config5,56.99999999999999,357,47.5,0.5271072787909404,12.65,96,415,215516597705200,215516602775300,5297927.5,0.926502,18,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,718
